Localidade;Municipio;Logradouro;Situacao;CEP;Bairro
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13244608;Estância Săo Joăo
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13244610;Estância Caioçara
SP;Jarinu;Rua Săo Lorenzo;Valido;13244612;Estância Caioçara
SP;Jarinu;Rua José Jesus Macedo;Valido;13244614;Estância Caioçara
SP;Jarinu;Rua 2;Valido;13244616;Estância Caioçara
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13244620;Estância Săo Miguel
SP;Jarinu;Rua Leandro Monte;Valido;13244622;Estância Săo Miguel
SP;Jarinu;Rua Maria Rosária Oliveira;Valido;13244624;Estância Săo Miguel
SP;Jarinu;Rua Domingos Alberico;Valido;13244626;Estância Săo Miguel
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13244630;Estância Săo Jorge
SP;Jarinu;Rua Sebastiăo Bueno da Cunha;Valido;13244632;Estância Săo Jorge
SP;Jarinu;Avenida Cipryano Beluso;Valido;13244634;Estância Săo Jorge
SP;Jarinu;Rua José de Oliveira dos Santos;Valido;13244636;Estância Săo Jorge
SP;Jarinu;Rua Paulo Bueno da Cunha;Valido;13244638;Estância Săo Jorge
SP;Jarinu;Avenida Affonso Marino;Valido;13244640;Estância Săo Jorge
SP;Jarinu;Rua Dona Tinilla Marino;Valido;13244642;Estância Săo Jorge
SP;Jarinu;Rua Josefa Ferrari Fontes;Valido;13244644;Estância Săo Jorge
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13244650;Estância Climatérica Săo José
SP;Jarinu;Avenida Coronel José Ignácio;Valido;13244660;Estância Climatérica Săo José
SP;Jarinu;Avenida Nossa Senhora da Aparecida;Valido;13244662;Estância Climatérica Săo José
SP;Jarinu;Rua Săo José;Valido;13244664;Estância Climatérica Săo José
SP;Jarinu;Avenida Santa Thereza de Jesus;Valido;13244666;Estância Climatérica Săo José
SP;Jarinu;Avenida Albino Augusto Rego;Valido;13244668;Estância Climatérica Săo José
SP;Jarinu;Estrada Municipal Joăo Lucio do Prado;Valido;13244800;Estância Diory
SP;Jarinu;Rua 1;Valido;13244802;Estância Diory
SP;Jarinu;Rua 2;Valido;13244804;Estância Diory
SP;Jarinu;Rua 3;Valido;13244806;Estância Diory
SP;Jarinu;Rua 4;Valido;13244808;Estância Diory
SP;Jarinu;Rua 5;Valido;13244810;Estância Diory
SP;Jarinu;Rua 6;Valido;13244812;Estância Diory
SP;Jarinu;Rua 7;Valido;13244814;Estância Diory
SP;Jarinu;Rua 8;Valido;13244816;Estância Diory
SP;Jarinu;Rua 9;Valido;13244818;Estância Diory
SP;Jarinu;Rua 10;Valido;13244820;Estância Diory
SP;Jarinu;Rua 11;Valido;13244822;Estância Diory
SP;Jarinu;Rua 12;Valido;13244824;Estância Diory
SP;Jarinu;Estrada Municipal Walter Parise;Valido;13246000;Boa Esperança
SP;Jarinu;Rua Um;Valido;13246002;Boa Esperança
SP;Jarinu;Avenida Marginal;Valido;13246004;Boa Esperança
SP;Jarinu;Rua Dois;Valido;13246006;Boa Esperança
SP;Jarinu;Rua Săo Sebastiăo;Valido;13246010;Estância Săo Sebastiăo
SP;Jarinu;Rua Santo Fernandes;Valido;13246012;Estância Săo Sebastiăo
SP;Jarinu;Avenida Săo Luiz;Valido;13246014;Estância Săo Sebastiăo
SP;Jarinu;Rua E;Valido;13246016;Estância Săo Sebastiăo
SP;Jarinu;Rua Rosário de Alvarenga;Valido;13246018;Estância Săo Sebastiăo
SP;Jarinu;Rua Maria Vitalina de Alvarenga;Valido;13246019;Estância Săo Sebastiăo
SP;Jarinu;Rua José Alvarenga Sobrinho;Valido;13246020;Estância Săo Sebastiăo
SP;Jarinu;Rua Cândida Sampaio Justo;Valido;13246022;Estância Săo Sebastiăo
SP;Jarinu;Alameda Baobá;Valido;13246023;Jardim Florença
SP;Jarinu;Alameda das Paineiras;Valido;13246024;Jardim Florença
SP;Jarinu;Alameda Ipę Branco;Valido;13246025;Jardim Florença
SP;Jarinu;Travessa Cambuci;Valido;13246026;Jardim Florença
SP;Jarinu;Travessa Juazeiro;Valido;13246027;Jardim Florença
SP;Jarinu;Alameda Manacá da Serra;Valido;13246028;Jardim Florença
SP;Jarinu;Alameda Ipę Amarelo;Valido;13246029;Jardim Florença
SP;Jarinu;Alameda Jequitibá;Valido;13246030;Jardim Florença
SP;Jarinu;Rodovia Edgard Máximo Zambotto;Valido;13246033;Bairro do Fim do Campo
SP;Jarinu;Estrada Municipal Jacundo Censi;Valido;13246034;Bairro do Fim do Campo
SP;Jarinu;Estrada Municipal Joanim Perobelli;Valido;13246035;Bairro do Fim do Campo
SP;Jarinu;Estrada Municipal Atílio Squizato;Valido;13246100;Parque das Videiras
SP;Jarinu;Rua Benedito Higino Machado Dito Gordo;Valido;13246102;Parque das Videiras
SP;Jarinu;Rua Amazil Marcellina das Dores;Valido;13246104;Parque das Videiras
SP;Jarinu;Rua Antonio Carlos de Lima;Valido;13246106;Parque das Videiras
SP;Jarinu;Rua José Benedito Arcanjo;Valido;13246108;Parque das Videiras
SP;Jarinu;Avenida Joăo Messias;Valido;13246110;Parque das Videiras
SP;Jarinu;Rua Iracema Vieira Golçalves;Valido;13246112;Parque das Videiras
SP;Jarinu;Rua José Bueno Ferraz;Valido;13246114;Parque das Videiras
SP;Jarinu;Rua Francisco Arcanjo;Valido;13246116;Parque das Videiras
SP;Jarinu;Rua José Bernardino de Moura;Valido;13246118;Parque das Videiras
SP;Jarinu;Rua Silvio Angelo Malerba;Valido;13246120;Parque das Videiras
SP;Jarinu;Rua dos Laranjais;Valido;13246122;Parque das Videiras
SP;Jarinu;Avenida Săo Luiz;Valido;13246130;Estância Săo Luiz
SP;Jarinu;Alameda das Orquídeas;Valido;13246132;Estância Săo Luiz
SP;Jarinu;Alameda das Rosas;Valido;13246134;Estância Săo Luiz
SP;Jarinu;Alameda Primavera;Valido;13246136;Estância Săo Luiz
SP;Jarinu;Alameda das Palmas;Valido;13246138;Estância Săo Luiz
SP;Jarinu;Alameda das Flores;Valido;13246140;Estância Săo Luiz
SP;Jarinu;Rua Alfredo Moneti;Valido;13246142;Estância Săo Luiz
SP;Jarinu;Alameda das Azaléias;Valido;13246144;Estância Săo Luiz
SP;Jarinu;Alameda das Violetas;Valido;13246146;Estância Săo Luiz
SP;Jarinu;Alameda dos Lírios;Valido;13246148;Estância Săo Luiz
SP;Jarinu;Alameda Rosa Sacchetin Viana;Valido;13246150;Estância Săo Luiz
SP;Jarinu;Alameda dos Girassóis;Valido;13246152;Estância Săo Luiz
SP;Jarinu;Estrada Municipal Cipriano Perobelli;Valido;13246154;Estância Săo Luiz
SP;Jarinu;Estrada Municipal Cipriano Perobelli;Valido;13246160;Estância Maria Elisa
SP;Jarinu;Rua 7 de Setembro;Valido;13246162;Estância Maria Elisa
SP;Jarinu;Rua 21 de Abril;Valido;13246164;Estância Maria Elisa
SP;Jarinu;Estrada Municipal Cipriano Perobelli;Valido;13246170;Estância Pauleto
SP;Jarinu;Estrada Municipal Cipriano Perobelli;Valido;13246180;Estância Pauleto II
SP;Jarinu;Estrada Municipal Eugęnio Masteguim (JAR-276);Valido;13246190;Bairro do Capăo
SP;Jarinu;Rua Hildefonso Vianna;Valido;13246300;Recanto do Sol
SP;Jarinu;Estrada Recanto do Sol;Valido;13246302;Recanto do Sol
SP;Jarinu;Avenida Antonia Bezerra da Silva;Valido;13246310;Residencial Cambarah
SP;Jarinu;Rua Ayrton Senna da Silva;Valido;13246312;Residencial Cambarah
SP;Jarinu;Rua Ronald Golias;Valido;13246314;Residencial Cambarah
SP;Jarinu;Rua Francisco Anysio de Oliveira Paula Filho;Valido;13246316;Residencial Cambarah
SP;Jarinu;Rua Hebe Maria Monteiro de Camargo Ravagnani;Valido;13246318;Residencial Cambarah
SP;Jarinu;Rua Antonio Carlos Jobim;Valido;13246320;Residencial Cambarah
SP;Jarinu;Rua Doutora Zilda Arns;Valido;13246322;Residencial Cambarah
SP;Jarinu;Rua Jorge Leal Amado de Farias;Valido;13246324;Residencial Cambarah
SP;Jarinu;Rua Oscar Niemeyer Ribeiro Soares Filho;Valido;13246326;Residencial Cambarah
SP;Jarinu;Via Săo Francisco;Valido;13246670;Parque Yramaia
SP;Jarinu;Via Marajó;Valido;13246672;Parque Yramaia
SP;Jarinu;Via Xingu;Valido;13246674;Parque Yramaia
SP;Jarinu;Via Tocantins;Valido;13246676;Parque Yramaia
SP;Jarinu;Via Iguaçu;Valido;13246678;Parque Yramaia
SP;Jarinu;Rua 1;Valido;13246680;Recanto Campo Verde
SP;Jarinu;Rua 2;Valido;13246682;Recanto Campo Verde
SP;Jarinu;Rua Professor Neydy de Campos Melges;Valido;13246690;Chácaras Canaă
SP;Jarinu;Estrada Municipal Rubens de Almeida Pupo;Valido;13246692;Chácaras Canaă
SP;Jarinu;Rua Colomba Castelli Pomim;Valido;13246694;Chácaras Canaă
SP;Jarinu;Rua Cambará;Valido;13246700;Recreio Santo Antônio
SP;Jarinu;Alameda Schiesaro;Valido;13246702;Recreio Santo Antônio
SP;Jarinu;Rua Sucupira Amarela;Valido;13246704;Recreio Santo Antônio
SP;Jarinu;Rua Andirá;Valido;13246706;Recreio Santo Antônio
SP;Jarinu;Rua Rosa da Mata;Valido;13246708;Recreio Santo Antônio
SP;Jarinu;Rua Cedro Amarelo;Valido;13246710;Recreio Santo Antônio
SP;Jarinu;Rua Árvore da Chuva;Valido;13246712;Recreio Santo Antônio
SP;Jarinu;Estrada do Mirante;Valido;13246720;Estância Figueira Branca
SP;Jarinu;Estrada dos Manacás;Valido;13246722;Estância Figueira Branca
SP;Jarinu;Estrada da Cabreuvas;Valido;13246724;Estância Figueira Branca
SP;Jarinu;Estrada do Bosque;Valido;13246726;Estância Figueira Branca
SP;Jarinu;Travessa do Bosque;Valido;13246728;Estância Figueira Branca
SP;Jarinu;Estrada do Cedro;Valido;13246730;Estância Figueira Branca
SP;Jarinu;Travessa do Cedro;Valido;13246732;Estância Figueira Branca
SP;Jarinu;Travessa dos Jequitibás;Valido;13246734;Estância Figueira Branca
SP;Jarinu;Estrada das Embuias;Valido;13246736;Estância Figueira Branca
SP;Jarinu;Estrada da Figueira;Valido;13246738;Estância Figueira Branca
SP;Jarinu;Estrada do Pau D'Alho;Valido;13246740;Estância Figueira Branca
SP;Jarinu;Estrada das Perobas;Valido;13246742;Estância Figueira Branca
SP;Jarinu;Estrada Municipal Manoel Gerez Navarro;Valido;13246750;Vale Esmeralda
SP;Jarinu;Rua Sanhaço de Fogo;Valido;13246752;Vale Esmeralda
SP;Jarinu;Rua Pintassilgo Verde;Valido;13246754;Vale Esmeralda
SP;Jarinu;Rua Beija- Flor;Valido;13246756;Vale Esmeralda
SP;Jarinu;Via do Planalto;Valido;13246758;Vale Esmeralda
SP;Jarinu;Rua Joăo de Barro;Valido;13246760;Vale Esmeralda
SP;Jarinu;Rua Tuiuiu;Valido;13246762;Vale Esmeralda
SP;Jarinu;Rua Uirapuru;Valido;13246764;Vale Esmeralda
SP;Jarinu;Estrada Municipal Manoel Gerez Navarro;Valido;13246770;Maracană
SP;Jarinu;Rua Deus é Fiel;Valido;13246771;Maracană
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13246772;Maracană
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13246773;Maracană
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13246774;Maracană
SP;Jarinu;Rua dos Jacarandás;Valido;13246776;Estância Paraiso
SP;Jarinu;Rua das Tulipas;Valido;13246777;Estância Paraiso
SP;Jarinu;Rua das Bromélias;Valido;13246778;Estância Paraiso
SP;Jarinu;Rua das Oliveiras;Valido;13246779;Estância Paraiso
SP;Jarinu;Rua das Pimentas;Valido;13246780;Estância Paraiso
SP;Jarinu;Rua Vitória Régia;Valido;13246781;Estância Paraiso
SP;Jarinu;Rua Canela do Campo;Valido;13246782;Estância Paraiso
SP;Jarinu;Rua das Macieiras;Valido;13246783;Estância Paraiso
SP;Jarinu;Rua Amarilis;Valido;13246784;Estância Paraiso
SP;Jarinu;Rua dos Cambarás;Valido;13246785;Estância Paraiso
SP;Jarinu;Rua Rosa do Deserto;Valido;13246786;Estância Paraiso
SP;Jarinu;Rua das Gardęnias;Valido;13246787;Estância Paraiso
SP;Jarinu;Rua Alexandre de Oliveira;Valido;13247000;Campo do Realengo
SP;Jarinu;Rua Guatambu;Valido;13247002;Campo do Realengo
SP;Jarinu;Rua 8;Valido;13247004;Campo do Realengo
SP;Jarinu;Rua Nair Almeida Oliveira;Valido;13247006;Campo do Realengo
SP;Jarinu;Rua Joăo Gerez Rodrigues;Valido;13247008;Campo do Realengo
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13247009;Campo do Realengo
SP;Jarinu;Rua Cambucá;Valido;13247010;Campo do Realengo
SP;Jarinu;Rua Sapucaia;Valido;13247012;Campo do Realengo
SP;Jarinu;Rua Cedro;Valido;13247014;Campo do Realengo
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13247020;Estância Morro Alto
SP;Jarinu;Estrada Săo Vicente;Valido;13247200;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Santo Agostinho;Valido;13247202;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Săo Francisco;Valido;13247204;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Săo Joaquim;Valido;13247206;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Sebastiăo dos Santos Camargo;Valido;13247208;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13247210;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Municipal Gino Dártora;Valido;13247211;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Rua Carmem Pinto Silvestre;Valido;13247212;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Municipal Joăo Ferreira da Silva;Valido;13247214;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Santa Bárbara;Valido;13247216;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Caminho 14;Valido;13247218;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Caminho 15;Valido;13247220;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Caminho 16;Valido;13247222;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Caminho Jerônimo Gregório Garcia Mesas;Valido;13247224;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Estrada Municipal Joăo Lucio do Prado;Valido;13247226;Chácaras de Recreio da Fazenda Estância Săo Paulo
SP;Jarinu;Alameda dos Ipęs Coloridos;Valido;13247230;Residencial Terras de Jarinu
SP;Jarinu;Alameda das Aroeiras Brasileiras;Valido;13247232;Residencial Terras de Jarinu
SP;Jarinu;Alameda Suină;Valido;13247234;Residencial Terras de Jarinu
SP;Jarinu;Alameda Carnaúba;Valido;13247236;Residencial Terras de Jarinu
SP;Jarinu;Alameda Jacarandá Mimoso;Valido;13247238;Residencial Terras de Jarinu
SP;Jarinu;Alameda das Cássias;Valido;13247240;Residencial Terras de Jarinu
SP;Jarinu;Alameda Sanandu;Valido;13247242;Residencial Terras de Jarinu
SP;Jarinu;Alameda Resedá Oriental;Valido;13247244;Residencial Terras de Jarinu
SP;Jarinu;Alameda Paineiras Brasileiras;Valido;13247246;Residencial Terras de Jarinu
SP;Jarinu;Alameda Flora;Valido;13247248;Residencial Terras de Jarinu
SP;Jarinu;Alameda Mata Atlântica;Valido;13247250;Residencial Terras de Jarinu
SP;Jarinu;Alameda Chuva de Ouro;Valido;13247252;Residencial Terras de Jarinu
SP;Jarinu;Alameda Quaresmeira Rosa;Valido;13247254;Residencial Terras de Jarinu
SP;Jarinu;Alameda Manacá Pioneiro;Valido;13247256;Residencial Terras de Jarinu
SP;Jarinu;Alameda Sibipiruna Brasileira;Valido;13247258;Residencial Terras de Jarinu
SP;Jarinu;Alameda Bahuínia;Valido;13247260;Residencial Terras de Jarinu
SP;Jarinu;Estrada Municipal;Valido;13247400;Chácaras Uvalândia
SP;Jarinu;Rua 2;Valido;13247402;Chácaras Uvalândia
SP;Jarinu;Rua 3;Valido;13247404;Chácaras Uvalândia
SP;Jarinu;Rua 4;Valido;13247406;Chácaras Uvalândia
SP;Jarinu;Rua 5;Valido;13247408;Chácaras Uvalândia
SP;Jarinu;Rua 6;Valido;13247410;Chácaras Uvalândia
SP;Jarinu;Estrada das Orquídeas;Valido;13247500;Chácaras Santo Antônio
SP;Jarinu;Estrada dos Cravos;Valido;13247502;Chácaras Santo Antônio
SP;Jarinu;Estrada das Margaridas;Valido;13247504;Chácaras Santo Antônio
SP;Jarinu;Estrada das Rosas;Valido;13247506;Chácaras Santo Antônio
SP;Jarinu;Estrada das Violetas;Valido;13247508;Chácaras Santo Antônio
SP;Jarinu;Rua das Hortęncias;Valido;13247510;Jardim Cayoçara
SP;Jarinu;Rua dos Miosotis;Valido;13247512;Jardim Cayoçara
SP;Jarinu;Rua das Margaridas;Valido;13247514;Jardim Cayoçara
SP;Jarinu;Rua das Azaléas;Valido;13247516;Jardim Cayoçara
SP;Jarinu;Avenida Nossa Senhora do Bom Parto;Valido;13247520;Campo Largo
SP;Jarinu;Praça Maximino Pintor Pelegrini;Valido;13247521;Campo Largo
SP;Jarinu;Rua Săo Benedito;Valido;13247522;Campo Largo
SP;Jarinu;Rua Sebastiăo Bueno da Cunha Filho;Valido;13247523;Campo Largo
SP;Jarinu;Avenida Domingos Squizato;Valido;13247524;Campo Largo
SP;Jarinu;Estrada Municipal Miguel Carmine Pistocia (JAR-481);Valido;13247525;Campo Largo
SP;Jarinu;Rua José Arca;Valido;13247526;Campo Largo
SP;Jarinu;Rua Joăo Barbosa Franco;Valido;13247600;Conjunto Habitacional Antenor Rodini
SP;Jarinu;Estrada Municipal Jacundo Censi;Valido;13248000;Parque Florença
SP;Jarinu;Rua 1;Valido;13248002;Parque Florença
SP;Jarinu;Rua 2;Valido;13248004;Parque Florença
SP;Jarinu;Rua 3;Valido;13248006;Parque Florença
SP;Jarinu;Rua 4;Valido;13248008;Parque Florença
SP;Jarinu;Rua 5;Valido;13248010;Parque Florença
SP;Jarinu;Rua 6;Valido;13248012;Parque Florença
SP;Jarinu;Rua 7;Valido;13248014;Parque Florença
SP;Jarinu;Rua 8;Valido;13248016;Parque Florença
SP;Jarinu;Rua 9;Valido;13248018;Parque Florença
SP;Jarinu;Estrada Municipal Bento Galdino de Sousa (JAR-349);Valido;13248020;Bairro do Pinheirinho
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13248021;Bairro do Pinheirinho
SP;Jarinu;Rodovia Edgard Máximo Zambotto;Valido;13248100;Soares
SP;Jarinu;Estrada Municipal Orestes Francisco Censi (JAR-386);Valido;13248101;Soares
SP;Jarinu;Estrada Municipal Jacundo Censi;Valido;13248103;Soares
SP;Jarinu;Rua Um;Valido;13248102;Soares
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13248390;Bairro do Tanque
SP;Jarinu;Estrada Municipal Lazaro Gago;Valido;13248391;Bairro do Tanque
SP;Jarinu;Rua Jequitibá;Valido;13248400;Recreio More
SP;Jarinu;Rua Jatobás;Valido;13248402;Recreio More
SP;Jarinu;Rua Jacarandá;Valido;13248404;Recreio More
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13248410;Bairro do Campo Verde
SP;Jarinu;Alameda Colina do Sol;Valido;13249010;Colina do Sol
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13249030;Bairro da Invernada
SP;Jarinu;Estrada Municipal Orlando Fumachi;Valido;13249031;Bairro da Invernada
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13249160;Bairro do Pitangal
SP;Jarinu;Estrada Municipal Fioravante Doratioto;Valido;13249161;Bairro do Pitangal
SP;Jarinu;Estrada Municipal Jacinto Marin;Valido;13249162;Bairro do Pitangal
SP;Jarinu;Estrada Domingos Parise;Valido;13249163;Bairro do Pitangal
SP;Jarinu;Estrada Municipal Natal Lorencini (JAR-030);Valido;13249320;Bairro do Tem Tem
SP;Jarinu;Área Rural;Valido;13249899;Área Rural de Jarinu
